base_ticket_component,basis,book_difference_from_daily_accounts,completed,difference,difference_FULL,difference_HALF,difference_QUARTER,difference_from_open_obligations,difference_from_r4_losers,difference_from_r4_winners,footnote,identity_residual,momentum_component,panel,period,quantity_convention,r4_total,r5_total,reconciliation_residual,rounding_residual,sizing_neutral_hit_rate,sizing_neutral_mean_price_return,tickets,tickets_with_negative_difference,tickets_with_positive_difference,top3_tickets_share_of_abs_difference
-1295.005488,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-91.318395,-461.10538,437.589905,-67.80292,0.0,13.21888,-104.537275,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,1212.757246,LEGACY_FILL_QTY,2025-11-12,LEGACY_FILL_QTY,-2109.319125,-2200.63752,,-9.070153,0.25,-0.037182,8,3,5,0.79725
167.11895,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-76.588909,0.0,-76.82603,0.237121,0.0,475.557455,-552.146364,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-237.050445,LEGACY_FILL_QTY,2025-11-19,LEGACY_FILL_QTY,284.880005,208.291095,,-6.657415,0.25,0.008129,8,3,5,0.646217
-3214.648641,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,1013.29526,-9.14267,916.92272,105.51521,0.0,1013.29526,0,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,4223.127947,LEGACY_FILL_QTY,2025-11-26,LEGACY_FILL_QTY,-5250.047,-4236.75174,,4.815954,0.0,-0.138207,8,1,7,0.828498
-325.71158,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-2459.407165,-1948.751545,-339.01722,-171.6384,0.0,-1944.240745,-515.16642,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-2128.372425,LEGACY_FILL_QTY,2025-12-03,LEGACY_FILL_QTY,-515.5778,-2974.984965,,-5.32316,0.25,0.01114,8,7,1,0.552387
890.153144,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-277.213915,0.0,189.659465,-466.87338,0.0,280.677945,-557.89186,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-1172.741444,LEGACY_FILL_QTY,2025-12-10,LEGACY_FILL_QTY,1452.106875,1174.89296,,5.374385,0.375,0.100531,8,3,5,0.803773
529.889726,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-425.54993,107.59188,-346.16936,-186.97245,0.0,-317.62217,-107.92776,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-958.413685,LEGACY_FILL_QTY,2025-12-17,LEGACY_FILL_QTY,865.32155,439.77162,,2.974029,0.625,0.034908,8,5,3,0.718207
-3676.980733,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,1152.756355,0.0,833.165115,319.59124,0.0,1366.862555,-214.1062,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,4844.276203,LEGACY_FILL_QTY,2025-12-24,LEGACY_FILL_QTY,-5987.04031,-4834.283955,,-14.539116,0.125,-0.183295,8,1,7,0.771638
-3150.510527,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-198.881546,-907.873876,585.39358,123.59875,0.0,-869.091635,670.210089,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,2962.816137,LEGACY_FILL_QTY,2025-12-31,LEGACY_FILL_QTY,-5130.559006,-5329.440552,,-11.187155,0.25,-0.138083,8,3,5,0.691907
-1824.419759,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,578.960329,0.0,346.073834,232.886495,0.0,1305.473784,-726.513455,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,2403.600635,LEGACY_FILL_QTY,2026-01-07,LEGACY_FILL_QTY,-2967.651993,-2388.691664,,-0.220547,0.375,-0.098584,8,3,5,0.761226
4516.163573,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,3773.137053,3953.62875,126.445577,-306.937273,0.0,147.588287,3625.548767,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-752.884224,LEGACY_FILL_QTY,2026-01-14,LEGACY_FILL_QTY,7362.408262,11135.545315,,9.857705,0.625,0.220013,8,3,5,0.927544
4100.981492,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,1859.516274,1737.031154,668.65782,-546.1727,0.0,4.65956,1854.856714,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-2248.479426,LEGACY_FILL_QTY,2026-01-21,LEGACY_FILL_QTY,6681.208723,8540.724997,,7.014208,0.875,0.259553,8,5,3,0.874039
4074.868086,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-898.148083,310.545,-1128.700923,-79.99216,0.0,189.647445,-1087.795528,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-4969.124765,LEGACY_FILL_QTY,2026-01-28,LEGACY_FILL_QTY,6642.913601,5744.765518,,-3.891404,0.75,0.173485,8,6,2,0.651645
1689.199876,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,345.53468,666.38652,-238.55272,-82.29912,0.0,74.76074,270.77394,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-1349.853722,LEGACY_FILL_QTY,2026-02-04,LEGACY_FILL_QTY,2747.58852,3093.1232,,6.188526,0.5,0.080163,8,3,5,0.847384
-1883.199479,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-2201.255475,-2117.83194,41.04,-124.463535,0.0,-1980.98333,-220.272145,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-320.699482,LEGACY_FILL_QTY,2026-02-11,LEGACY_FILL_QTY,-3069.430535,-5270.68601,,2.643486,0.5,-0.057433,8,5,3,0.926941
-1018.873545,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-1980.742945,-1749.89535,-209.783325,-21.06427,0.0,-1936.7166,-44.026345,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-953.84121,LEGACY_FILL_QTY,2026-02-18,LEGACY_FILL_QTY,-1658.122815,-3638.86576,,-8.028191,0.625,-0.035564,8,5,3,0.904938
-904.093554,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-0.633006,-219.67248,103.09265,115.946824,0.0,305.166634,-305.79964,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,903.516276,LEGACY_FILL_QTY,2026-02-25,LEGACY_FILL_QTY,-1472.824667,-1473.457673,,-0.055728,0.5,-0.047264,8,5,3,0.669427
2110.37076,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-654.52029,0.0,-718.20732,63.68703,0.0,550.70643,-1205.22672,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-2780.329732,LEGACY_FILL_QTY,2026-03-04,LEGACY_FILL_QTY,3437.267105,2782.746815,,15.438681,0.75,0.078716,8,6,2,0.680512
3735.101214,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,2256.220551,2606.91772,-467.610825,116.913656,0.0,97.771601,2158.44895,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-1478.481977,LEGACY_FILL_QTY,2026-03-11,LEGACY_FILL_QTY,6099.321627,8355.542178,,-0.398687,0.5,0.136517,8,3,5,0.928819
2553.408554,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,1959.23023,2098.18198,-155.77971,16.82796,0.0,103.38705,1855.84318,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-597.647746,LEGACY_FILL_QTY,2026-03-18,LEGACY_FILL_QTY,4173.55425,6132.78448,,3.469421,0.375,0.101685,8,3,5,0.945596
282.171711,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-336.671335,-15.859095,-344.12419,23.31195,0.0,-60.474055,-276.19728,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-623.419253,LEGACY_FILL_QTY,2026-03-25,LEGACY_FILL_QTY,460.678575,124.00724,,4.576206,0.25,0.003875,8,4,4,0.910987
2762.539868,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-862.412595,0.0,-1165.448035,303.03544,0.0,388.95028,-1251.362875,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-3639.536652,LEGACY_FILL_QTY,2026-04-01,LEGACY_FILL_QTY,4500.82154,3638.408945,,14.584189,0.5,0.076516,8,4,4,0.710503
546.681749,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,1570.56179,1326.71616,47.64027,196.20536,0.0,287.03444,1283.52735,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,1031.089187,LEGACY_FILL_QTY,2026-04-08,LEGACY_FILL_QTY,904.251545,2474.813335,,-7.209147,0.375,-0.001398,8,2,6,0.95799
-2841.253906,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,570.24603,-246.78186,854.78818,-37.76029,0.0,635.35848,-65.11245,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,3418.237775,LEGACY_FILL_QTY,2026-04-15,LEGACY_FILL_QTY,-4633.31299,-4063.06696,,-6.737839,0.25,-0.10553,8,2,6,0.819198
-2379.280458,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-2003.10077,0.0,-2532.743605,529.642835,0.0,-1349.101075,-653.999695,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,403.802334,LEGACY_FILL_QTY,2026-04-22,LEGACY_FILL_QTY,-3844.156574,-5847.257344,,-27.622646,0.625,-0.243443,8,6,2,0.912411
3173.425262,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,942.214075,1480.77184,-251.38244,-287.175325,0.0,115.76234,826.451735,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-2238.37463,LEGACY_FILL_QTY,2026-04-29,LEGACY_FILL_QTY,5162.08991,6104.303985,,7.163443,0.625,0.164858,8,5,3,0.86128
-296.535304,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,1748.582663,1111.01262,150.712705,486.857338,0.0,538.493798,1210.088865,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,2048.480128,LEGACY_FILL_QTY,2026-05-06,LEGACY_FILL_QTY,-480.825368,1267.757295,,-3.362161,0.5,-0.062246,8,3,5,0.744826
-838.800672,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,280.224605,0.0,543.666775,-263.44217,0.0,588.907075,-308.68247,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,1105.0866,LEGACY_FILL_QTY,2026-05-13,LEGACY_FILL_QTY,-1370.998005,-1090.7734,,13.938677,0.5,0.003488,8,4,4,0.67255
3131.229057,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,2449.642747,2610.929817,-149.35409,-11.93298,0.0,155.69267,2293.950077,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-695.682703,LEGACY_FILL_QTY,2026-05-20,LEGACY_FILL_QTY,5092.921351,7542.564098,,14.096392,0.75,0.128112,8,3,5,0.626551
3469.128681,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-1110.68817,0.0,-530.366025,-580.322145,0.0,195.439725,-1306.127895,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-4570.439374,LEGACY_FILL_QTY,2026-05-27,LEGACY_FILL_QTY,5657.861395,4547.173225,,-9.377478,0.875,0.211571,8,7,1,0.613522
5423.970518,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,2894.448051,3157.253841,-53.278,-209.52779,0.0,43.96664,2850.481411,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-2500.630182,LEGACY_FILL_QTY,2026-06-03,LEGACY_FILL_QTY,8843.734799,11738.182851,,-28.892285,0.75,0.25681,8,3,5,0.833243
7550.093959,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,6038.478945,5571.242785,573.2492,-106.01304,0.0,0,6038.478945,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-1501.322834,LEGACY_FILL_QTY,2026-06-10,LEGACY_FILL_QTY,12321.355303,18359.834248,,-10.29218,1.0,0.348119,8,2,6,0.688064
5447.703738,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,1846.298519,2711.90418,-526.554406,-339.051255,0.0,75.7017,1770.596819,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-3605.050856,LEGACY_FILL_QTY,2026-06-17,LEGACY_FILL_QTY,8886.160503,10732.459022,,3.645636,0.875,0.261306,8,5,3,0.814142
1213.554104,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,733.230285,720.519115,130.75972,-118.04855,0.0,134.93403,598.296255,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-476.561921,LEGACY_FILL_QTY,2026-06-24,LEGACY_FILL_QTY,1977.14187,2710.372155,,-3.761899,0.75,0.070028,8,3,5,0.706149
2559.87684,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-765.029983,-12.67066,-448.086315,-304.273008,0.0,34.946,-799.975983,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-3352.582513,LEGACY_FILL_QTY,2026-07-01,LEGACY_FILL_QTY,4155.195855,3390.165872,,27.675691,0.75,0.146282,8,6,2,0.694255
4064.332481,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-1120.55775,0.0,-1032.86709,-87.69066,0.0,10.0521,-1130.60985,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-5181.874713,LEGACY_FILL_QTY,2026-07-08,LEGACY_FILL_QTY,6634.36252,5513.80477,,-3.015518,0.875,0.179657,8,6,2,0.748444
-726.545059,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-621.8352,-638.39934,557.6738,-541.10966,0.0,-290.42244,-331.41276,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,103.748512,LEGACY_FILL_QTY,2026-07-15,LEGACY_FILL_QTY,-1188.075805,-1809.911005,,0.961347,0.75,0.041004,8,5,3,0.737789
-729.784049,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,1327.559045,826.62473,502.04495,-1.110635,0.0,-263.657515,1591.21656,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,2049.131445,LEGACY_FILL_QTY,2026-07-22,LEGACY_FILL_QTY,-1186.60249,140.956555,,8.211649,0.375,-0.02642,8,3,5,0.702002
716.750022,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-244.829175,-12.99644,-79.76682,-152.065915,0.0,143.733615,-388.56279,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-961.406626,LEGACY_FILL_QTY,2026-07-29,LEGACY_FILL_QTY,1159.65796,914.828785,,-0.172571,0.5,0.049719,8,4,4,0.831894
2268.839188,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-925.645265,-152.35996,-414.44304,-358.842265,0.0,-90.96042,-834.684845,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-3189.817753,LEGACY_FILL_QTY,2026-08-05,LEGACY_FILL_QTY,3709.45933,2783.814065,,-4.6667,0.5,0.136981,8,6,2,0.847343
2597.672857,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,1712.531545,1925.54344,-267.279525,54.26763,0.0,29.81363,1682.717915,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-887.769147,LEGACY_FILL_QTY,2026-08-12,LEGACY_FILL_QTY,4236.093925,5948.62547,,2.627836,0.625,0.098911,8,4,4,0.948795
5221.945384,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,-2838.12968,-886.81229,-1493.075715,-458.241675,0.0,-821.923685,-2016.205995,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",-0.0,-8046.363423,LEGACY_FILL_QTY,2026-08-19,LEGACY_FILL_QTY,8531.023615,5692.893935,,-13.71164,0.5,0.267275,8,6,2,0.704129
79.461738,SIGNAL_COHORT_EVENTUAL_COMPLETED,,8,425.347215,342.7876,-109.93688,192.496495,0.0,167.36568,257.981535,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,344.020395,LEGACY_FILL_QTY,2026-08-26,LEGACY_FILL_QTY,132.144775,557.49199,,1.865082,0.5,-0.01859,8,4,4,0.710409
423.368626,SIGNAL_MONTH_EVENTUAL_COMPLETED,,32,973.730227,442.25616,-468.256075,999.730142,0.0,1752.148857,-778.41863,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,546.48186,LEGACY_FILL_QTY,2025-09,LEGACY_FILL_QTY,718.007513,1691.73774,,3.879741,0.4375,-0.020848,32,9,23,0.352401
17737.67849,SIGNAL_MONTH_EVENTUAL_COMPLETED,,39,-814.281301,3677.44232,-2291.471003,-2200.252618,0.0,816.915666,-1631.196967,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",0.0,-18529.712209,LEGACY_FILL_QTY,2025-10,LEGACY_FILL_QTY,28934.487833,28120.206532,,-22.247581,0.820513,0.202811,40,27,12,0.292885
