coverage_state,eligible_field_expected,empty_partitions,expected_rth_minutes,is_early_close,minute_rows,no_trade_minutes,partitions_landed,period_role,securities_with_regular_hours_bars,session_date,signal_month,source,traded_minutes
MINUTE_LAYER_PRESENT,1217,0,390,False,2149200,365081,2985,WARMUP,2985,2024-08-28,,NEW_BULK_ACQUISITION,799069
MINUTE_LAYER_PRESENT,1258,0,390,False,2149200,361498,2985,WARMUP,2985,2024-08-29,,NEW_BULK_ACQUISITION,802652
MINUTE_LAYER_PRESENT,1262,0,390,False,2149200,364001,2985,WARMUP,2985,2024-08-30,,NEW_BULK_ACQUISITION,800149
MINUTE_LAYER_PRESENT,1322,0,390,False,102240,17958,142,SIGNAL,142,2024-09-03,2024-09,NEW_BULK_ACQUISITION,37422
MINUTE_LAYER_PRESENT,1400,0,390,False,102240,18435,142,SIGNAL,142,2024-09-04,2024-09,NEW_BULK_ACQUISITION,36945
MINUTE_LAYER_PRESENT,1301,0,390,False,102240,18091,142,SIGNAL,142,2024-09-05,2024-09,NEW_BULK_ACQUISITION,37289
MINUTE_LAYER_PRESENT,1301,0,390,False,102240,18063,142,SIGNAL,142,2024-09-06,2024-09,NEW_BULK_ACQUISITION,37317
MINUTE_LAYER_PRESENT,1342,0,390,False,102240,16831,142,SIGNAL,142,2024-09-09,2024-09,NEW_BULK_ACQUISITION,38549
MINUTE_LAYER_PRESENT,1385,0,390,False,102240,17653,142,SIGNAL,142,2024-09-10,2024-09,NEW_BULK_ACQUISITION,37727
MINUTE_LAYER_PRESENT,1354,0,390,False,102240,17836,142,SIGNAL,142,2024-09-11,2024-09,NEW_BULK_ACQUISITION,37544
MINUTE_LAYER_PRESENT,1346,0,390,False,102240,17687,142,SIGNAL,142,2024-09-12,2024-09,NEW_BULK_ACQUISITION,37693
MINUTE_LAYER_PRESENT,1316,0,390,False,102240,17030,142,SIGNAL,142,2024-09-13,2024-09,NEW_BULK_ACQUISITION,38350
MINUTE_LAYER_PRESENT,1353,0,390,False,102240,17672,142,SIGNAL,142,2024-09-16,2024-09,NEW_BULK_ACQUISITION,37708
MINUTE_LAYER_PRESENT,1351,0,390,False,102240,16942,142,SIGNAL,142,2024-09-17,2024-09,NEW_BULK_ACQUISITION,38438
MINUTE_LAYER_PRESENT,1374,0,390,False,102240,17480,142,SIGNAL,142,2024-09-18,2024-09,NEW_BULK_ACQUISITION,37900
MINUTE_LAYER_PRESENT,1402,0,390,False,102240,16807,142,SIGNAL,142,2024-09-19,2024-09,NEW_BULK_ACQUISITION,38573
MINUTE_LAYER_PRESENT,1413,0,390,False,102240,16848,142,SIGNAL,142,2024-09-20,2024-09,NEW_BULK_ACQUISITION,38532
MINUTE_LAYER_PRESENT,1862,0,390,False,102240,17517,142,SIGNAL,142,2024-09-23,2024-09,NEW_BULK_ACQUISITION,37863
MINUTE_LAYER_PRESENT,1320,0,390,False,102240,17890,142,SIGNAL,142,2024-09-24,2024-09,NEW_BULK_ACQUISITION,37490
MINUTE_LAYER_PRESENT,1328,0,390,False,102240,17404,142,SIGNAL,142,2024-09-25,2024-09,NEW_BULK_ACQUISITION,37976
MINUTE_LAYER_PRESENT,1345,0,390,False,102240,17654,142,SIGNAL,142,2024-09-26,2024-09,NEW_BULK_ACQUISITION,37726
MINUTE_LAYER_PRESENT,1350,0,390,False,102240,17610,142,SIGNAL,142,2024-09-27,2024-09,NEW_BULK_ACQUISITION,37770
MINUTE_LAYER_PRESENT,1322,0,390,False,102240,17359,142,SIGNAL,142,2024-09-30,2024-09,NEW_BULK_ACQUISITION,38021
MINUTE_LAYER_PRESENT,1403,0,390,False,55440,10252,77,SIGNAL,77,2024-10-01,2024-10,NEW_BULK_ACQUISITION,19778
MINUTE_LAYER_PRESENT,1390,0,390,False,55440,10926,77,SIGNAL,77,2024-10-02,2024-10,NEW_BULK_ACQUISITION,19104
MINUTE_LAYER_PRESENT,1305,0,390,False,55440,11025,77,SIGNAL,77,2024-10-03,2024-10,NEW_BULK_ACQUISITION,19005
MINUTE_LAYER_PRESENT,1296,0,390,False,55440,10973,77,SIGNAL,77,2024-10-04,2024-10,NEW_BULK_ACQUISITION,19057
MINUTE_LAYER_PRESENT,1276,0,390,False,55440,10620,77,SIGNAL,77,2024-10-07,2024-10,NEW_BULK_ACQUISITION,19410
MINUTE_LAYER_PRESENT,1319,0,390,False,55440,11015,77,SIGNAL,77,2024-10-08,2024-10,NEW_BULK_ACQUISITION,19015
MINUTE_LAYER_PRESENT,1296,0,390,False,55440,11086,77,SIGNAL,77,2024-10-09,2024-10,NEW_BULK_ACQUISITION,18944
MINUTE_LAYER_PRESENT,1269,0,390,False,55440,10779,77,SIGNAL,77,2024-10-10,2024-10,NEW_BULK_ACQUISITION,19251
MINUTE_LAYER_PRESENT,1309,0,390,False,55440,10580,77,SIGNAL,77,2024-10-11,2024-10,NEW_BULK_ACQUISITION,19450
MINUTE_LAYER_PRESENT,1271,0,390,False,55440,10995,77,SIGNAL,77,2024-10-14,2024-10,NEW_BULK_ACQUISITION,19035
MINUTE_LAYER_PRESENT,1234,0,390,False,55440,10373,77,SIGNAL,77,2024-10-15,2024-10,NEW_BULK_ACQUISITION,19657
MINUTE_LAYER_PRESENT,1337,0,390,False,55440,9796,77,SIGNAL,77,2024-10-16,2024-10,NEW_BULK_ACQUISITION,20234
MINUTE_LAYER_PRESENT,1328,0,390,False,55440,10245,77,SIGNAL,77,2024-10-17,2024-10,NEW_BULK_ACQUISITION,19785
MINUTE_LAYER_PRESENT,1273,0,390,False,55440,10430,77,SIGNAL,77,2024-10-18,2024-10,NEW_BULK_ACQUISITION,19600
MINUTE_LAYER_PRESENT,1296,0,390,False,55440,10716,77,SIGNAL,77,2024-10-21,2024-10,NEW_BULK_ACQUISITION,19314
MINUTE_LAYER_PRESENT,1301,0,390,False,55440,10714,77,SIGNAL,77,2024-10-22,2024-10,NEW_BULK_ACQUISITION,19316
MINUTE_LAYER_PRESENT,1261,0,390,False,55440,10415,77,SIGNAL,77,2024-10-23,2024-10,NEW_BULK_ACQUISITION,19615
MINUTE_LAYER_PRESENT,1311,0,390,False,55440,10550,77,SIGNAL,77,2024-10-24,2024-10,NEW_BULK_ACQUISITION,19480
MINUTE_LAYER_PRESENT,1319,0,390,False,55440,10367,77,SIGNAL,77,2024-10-25,2024-10,NEW_BULK_ACQUISITION,19663
MINUTE_LAYER_PRESENT,1266,0,390,False,55440,10554,77,SIGNAL,77,2024-10-28,2024-10,NEW_BULK_ACQUISITION,19476
MINUTE_LAYER_PRESENT,1329,0,390,False,55440,10565,77,SIGNAL,77,2024-10-29,2024-10,NEW_BULK_ACQUISITION,19465
MINUTE_LAYER_PRESENT,1290,0,390,False,55440,10311,77,SIGNAL,77,2024-10-30,2024-10,NEW_BULK_ACQUISITION,19719
MINUTE_LAYER_PRESENT,1322,0,390,False,55440,10267,77,SIGNAL,77,2024-10-31,2024-10,NEW_BULK_ACQUISITION,19763
MINUTE_LAYER_NOT_YET_ACQUIRED,1400,,390,False,,,0,SIGNAL,0,2024-11-01,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1379,,390,False,,,0,SIGNAL,0,2024-11-04,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1375,,390,False,,,0,SIGNAL,0,2024-11-05,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1390,,390,False,,,0,SIGNAL,0,2024-11-06,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1699,,390,False,,,0,SIGNAL,0,2024-11-07,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1531,,390,False,,,0,SIGNAL,0,2024-11-08,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1510,,390,False,,,0,SIGNAL,0,2024-11-11,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1493,,390,False,,,0,SIGNAL,0,2024-11-12,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1495,,390,False,,,0,SIGNAL,0,2024-11-13,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1489,,390,False,,,0,SIGNAL,0,2024-11-14,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1467,,390,False,,,0,SIGNAL,0,2024-11-15,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1445,,390,False,,,0,SIGNAL,0,2024-11-18,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1420,,390,False,,,0,SIGNAL,0,2024-11-19,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1357,,390,False,,,0,SIGNAL,0,2024-11-20,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1320,,390,False,,,0,SIGNAL,0,2024-11-21,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1406,,390,False,,,0,SIGNAL,0,2024-11-22,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1407,,390,False,,,0,SIGNAL,0,2024-11-25,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1561,,390,False,,,0,SIGNAL,0,2024-11-26,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1402,,390,False,,,0,SIGNAL,0,2024-11-27,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1315,,210,True,,,0,SIGNAL,0,2024-11-29,2024-11,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1094,,390,False,,,0,SIGNAL,0,2024-12-02,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1462,,390,False,,,0,SIGNAL,0,2024-12-03,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1388,,390,False,,,0,SIGNAL,0,2024-12-04,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1417,,390,False,,,0,SIGNAL,0,2024-12-05,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1387,,390,False,,,0,SIGNAL,0,2024-12-06,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1357,,390,False,,,0,SIGNAL,0,2024-12-09,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1416,,390,False,,,0,SIGNAL,0,2024-12-10,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1443,,390,False,,,0,SIGNAL,0,2024-12-11,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1438,,390,False,,,0,SIGNAL,0,2024-12-12,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1379,,390,False,,,0,SIGNAL,0,2024-12-13,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1382,,390,False,,,0,SIGNAL,0,2024-12-16,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1471,,390,False,,,0,SIGNAL,0,2024-12-17,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1497,,390,False,,,0,SIGNAL,0,2024-12-18,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1644,,390,False,,,0,SIGNAL,0,2024-12-19,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1547,,390,False,,,0,SIGNAL,0,2024-12-20,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1880,,390,False,,,0,SIGNAL,0,2024-12-23,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1391,,210,True,,,0,SIGNAL,0,2024-12-24,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,902,,390,False,,,0,SIGNAL,0,2024-12-26,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1261,,390,False,,,0,SIGNAL,0,2024-12-27,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1326,,390,False,,,0,SIGNAL,0,2024-12-30,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1391,,390,False,,,0,SIGNAL,0,2024-12-31,2024-12,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1434,,390,False,,,0,SIGNAL,0,2025-01-02,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1391,,390,False,,,0,SIGNAL,0,2025-01-03,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1374,,390,False,,,0,SIGNAL,0,2025-01-06,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1483,,390,False,,,0,SIGNAL,0,2025-01-07,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1500,,390,False,,,0,SIGNAL,0,2025-01-08,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1471,,390,False,,,0,SIGNAL,0,2025-01-10,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1506,,390,False,,,0,SIGNAL,0,2025-01-13,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1473,,390,False,,,0,SIGNAL,0,2025-01-14,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1437,,390,False,,,0,SIGNAL,0,2025-01-15,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1446,,390,False,,,0,SIGNAL,0,2025-01-16,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1397,,390,False,,,0,SIGNAL,0,2025-01-17,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1406,,390,False,,,0,SIGNAL,0,2025-01-21,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1482,,390,False,,,0,SIGNAL,0,2025-01-22,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1424,,390,False,,,0,SIGNAL,0,2025-01-23,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1426,,390,False,,,0,SIGNAL,0,2025-01-24,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1389,,390,False,,,0,SIGNAL,0,2025-01-27,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1478,,390,False,,,0,SIGNAL,0,2025-01-28,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1372,,390,False,,,0,SIGNAL,0,2025-01-29,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1362,,390,False,,,0,SIGNAL,0,2025-01-30,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1392,,390,False,,,0,SIGNAL,0,2025-01-31,2025-01,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1487,,390,False,,,0,SIGNAL,0,2025-02-03,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1448,,390,False,,,0,SIGNAL,0,2025-02-04,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1400,,390,False,,,0,SIGNAL,0,2025-02-05,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1381,,390,False,,,0,SIGNAL,0,2025-02-06,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1432,,390,False,,,0,SIGNAL,0,2025-02-07,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1449,,390,False,,,0,SIGNAL,0,2025-02-10,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1432,,390,False,,,0,SIGNAL,0,2025-02-11,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1393,,390,False,,,0,SIGNAL,0,2025-02-12,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1434,,390,False,,,0,SIGNAL,0,2025-02-13,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1393,,390,False,,,0,SIGNAL,0,2025-02-14,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1395,,390,False,,,0,SIGNAL,0,2025-02-18,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1469,,390,False,,,0,SIGNAL,0,2025-02-19,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1451,,390,False,,,0,SIGNAL,0,2025-02-20,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1460,,390,False,,,0,SIGNAL,0,2025-02-21,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1531,,390,False,,,0,SIGNAL,0,2025-02-24,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1522,,390,False,,,0,SIGNAL,0,2025-02-25,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1573,,390,False,,,0,SIGNAL,0,2025-02-26,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1529,,390,False,,,0,SIGNAL,0,2025-02-27,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1535,,390,False,,,0,SIGNAL,0,2025-02-28,2025-02,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1620,,390,False,,,0,SIGNAL,0,2025-03-03,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1575,,390,False,,,0,SIGNAL,0,2025-03-04,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1628,,390,False,,,0,SIGNAL,0,2025-03-05,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1529,,390,False,,,0,SIGNAL,0,2025-03-06,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1542,,390,False,,,0,SIGNAL,0,2025-03-07,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1524,,390,False,,,0,SIGNAL,0,2025-03-10,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1623,,390,False,,,0,SIGNAL,0,2025-03-11,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1591,,390,False,,,0,SIGNAL,0,2025-03-12,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1546,,390,False,,,0,SIGNAL,0,2025-03-13,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1466,,390,False,,,0,SIGNAL,0,2025-03-14,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1480,,390,False,,,0,SIGNAL,0,2025-03-17,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1496,,390,False,,,0,SIGNAL,0,2025-03-18,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1466,,390,False,,,0,SIGNAL,0,2025-03-19,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1495,,390,False,,,0,SIGNAL,0,2025-03-20,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1448,,390,False,,,0,SIGNAL,0,2025-03-21,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1822,,390,False,,,0,SIGNAL,0,2025-03-24,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1459,,390,False,,,0,SIGNAL,0,2025-03-25,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1444,,390,False,,,0,SIGNAL,0,2025-03-26,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1392,,390,False,,,0,SIGNAL,0,2025-03-27,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1417,,390,False,,,0,SIGNAL,0,2025-03-28,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1419,,390,False,,,0,SIGNAL,0,2025-03-31,2025-03,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1580,,390,False,,,0,SIGNAL,0,2025-04-01,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1470,,390,False,,,0,SIGNAL,0,2025-04-02,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1437,,390,False,,,0,SIGNAL,0,2025-04-03,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1630,,390,False,,,0,SIGNAL,0,2025-04-04,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1825,,390,False,,,0,SIGNAL,0,2025-04-07,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1834,,390,False,,,0,SIGNAL,0,2025-04-08,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1735,,390,False,,,0,SIGNAL,0,2025-04-09,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1838,,390,False,,,0,SIGNAL,0,2025-04-10,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1616,,390,False,,,0,SIGNAL,0,2025-04-11,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1509,,390,False,,,0,SIGNAL,0,2025-04-14,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1507,,390,False,,,0,SIGNAL,0,2025-04-15,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1462,,390,False,,,0,SIGNAL,0,2025-04-16,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1464,,390,False,,,0,SIGNAL,0,2025-04-17,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1451,,390,False,,,0,SIGNAL,0,2025-04-21,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1449,,390,False,,,0,SIGNAL,0,2025-04-22,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1477,,390,False,,,0,SIGNAL,0,2025-04-23,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1515,,390,False,,,0,SIGNAL,0,2025-04-24,2025-04,NEW_BULK_ACQUISITION,
MINUTE_LAYER_NOT_YET_ACQUIRED,1448,,390,False,,,0,SIGNAL,0,2025-04-25,2025-04,NEW_BULK_ACQUISITION,
