between_cohort_spearman,cohorts,cutoff,cuts_learned_on,feature,leading_on_is,missing,months,n,outcome,pooled_spearman,securities,split,t1_mean,t3_mean,t3_minus_t1_hit,t3_minus_t1_mean,tercile_cut_high,tercile_cut_low,within_cohort_cohorts,within_cohort_halves_positive_share,within_cohort_mean_spearman,within_cohort_top_half_minus_bottom_half
0.4835164835164835,27,SIGNAL_CLOSE,IS,sc_ret10,False,1,6,215,oc_price_return_10,0.24633413026153736,152,OOS,0.029921210997969953,0.24288293736350874,0.25526315789473675,0.21296172636553878,1.027694929697486,0.4416403785488958,27,0.8148148148148148,0.14858906525573193,0.11692756393405045
0.3564415606590967,52,SIGNAL_CLOSE,IS,sc_ret10,False,1,12,415,oc_price_return_10,0.258070923244438,245,ALL,0.016801214652733938,0.19472926014871417,0.23348694316436258,0.17792804549598024,1.027694929697486,0.4416403785488958,52,0.7115384615384616,0.18154761904761904,0.08895814231917758
0.15461538461538463,25,SIGNAL_CLOSE,IS,sc_ret15,True,0,6,200,oc_price_return_10,0.32375159378984475,138,IS,-0.0216377978092977,0.1285463462244155,0.21777476255088196,0.1501841440337132,1.2533333333333334,0.8111540585311983,25,0.64,0.3038095238095238,0.08563866450841544
0.5732600732600732,27,SIGNAL_CLOSE,IS,sc_ret15,True,1,6,215,oc_price_return_10,0.2837994155859837,152,OOS,0.028518946541526483,0.2158829147529965,0.23228869895536564,0.18736396821147003,1.2533333333333334,0.8111540585311983,27,0.7407407407407407,0.16137566137566137,0.06380323011757628
0.3951165371809101,52,SIGNAL_CLOSE,IS,sc_ret15,True,1,12,415,oc_price_return_10,0.30309349031130783,245,ALL,0.005999591935033993,0.17155298981803493,0.2192331478045763,0.16555339788300094,1.2533333333333334,0.8111540585311983,52,0.6923076923076923,0.22985347985347984,0.07430103511317203
0.14076923076923076,25,SIGNAL_CLOSE,IS,sc_ret15_to_5,False,0,6,200,oc_price_return_10,0.0804635115877897,138,IS,0.01393004961850014,0.08737266318522612,0.14292175486205333,0.07344261356672598,0.7110956036287508,0.26696495152871,25,0.56,0.07047619047619047,0.029816265823180296
0.34676434676434675,27,SIGNAL_CLOSE,IS,sc_ret15_to_5,False,1,6,215,oc_price_return_10,0.07632157260498926,152,OOS,0.0779982420422336,0.10688858398818413,-0.029406392694063865,0.028890341945950526,0.7110956036287508,0.26696495152871,27,0.6296296296296297,0.05335097001763668,-0.011123826333858102
0.27900623239136,52,SIGNAL_CLOSE,IS,sc_ret15_to_5,False,1,12,415,oc_price_return_10,0.07604767212863468,245,ALL,0.04757737369715153,0.09768036783467576,0.05243692370047626,0.05010299413752423,0.7110956036287508,0.26696495152871,52,0.5961538461538461,0.06158424908424908,0.008558910280102666
-0.04384615384615385,25,SIGNAL_CLOSE,IS,sc_recent_minus_earlier,False,0,6,200,oc_price_return_10,0.030995274881872047,138,IS,0.07469658017507094,0.04834553579825394,-0.022840343735866075,-0.026351044376817005,0.23122314987436177,-0.6267824211288942,25,0.52,-0.011428571428571434,9.049236073119027e-05
-0.1330891330891331,27,SIGNAL_CLOSE,IS,sc_recent_minus_earlier,False,1,6,215,oc_price_return_10,-0.014364027143857615,152,OOS,0.09454686121379975,0.09249595198539678,0.08880308880308885,-0.0020509092284029667,0.23122314987436177,-0.6267824211288942,27,0.37037037037037035,-0.014109347442680772,-0.00400066198682006
-0.06958080764962007,52,SIGNAL_CLOSE,IS,sc_recent_minus_earlier,False,1,12,415,oc_price_return_10,0.004916992590638167,245,ALL,0.08518887158125617,0.07090414260920284,0.033785192909280504,-0.014284728972053323,0.23122314987436177,-0.6267824211288942,52,0.4423076923076923,-0.012820512820512822,-0.002033760858189651
-0.12538461538461537,25,SIGNAL_CLOSE,IS,sc_acceleration_3,False,0,6,200,oc_price_return_10,0.03281782044551114,138,IS,0.08499684746749682,0.06067024382320492,-0.038896426956128494,-0.0243266036442919,0.09617975876105045,-0.0959255222649027,25,0.48,0.0009523809523809479,0.005791579090393314
0.19963369963369965,27,SIGNAL_CLOSE,IS,sc_acceleration_3,False,1,6,215,oc_price_return_10,0.13493805694414257,152,OOS,0.0729550939861431,0.14135607106440923,0.12411971830985913,0.06840097707826613,0.09617975876105045,-0.0959255222649027,27,0.5185185185185185,0.04497354497354497,0.0026898312458559543
0.02936907709382737,52,SIGNAL_CLOSE,IS,sc_acceleration_3,False,1,12,415,oc_price_return_10,0.08664272838186904,245,ALL,0.07875623069978796,0.10458089810413243,0.04871145538507382,0.02582466740434447,0.09617975876105045,-0.0959255222649027,52,0.5,0.023809523809523808,0.0041810561711143005
-0.1453846153846154,25,SIGNAL_CLOSE,IS,sc_largest_session_share_of_advance,False,1,6,199,oc_price_return_10,0.01163544997715852,137,IS,0.035867405799961706,0.08688557703816258,-0.18792401628222527,0.05101817123820087,0.630976816829606,0.4403263457692494,25,0.68,0.06761904761904762,0.043469482673183325
0.018315018315018316,27,SIGNAL_CLOSE,IS,sc_largest_session_share_of_advance,False,3,6,213,oc_price_return_10,0.0703207075285428,151,OOS,0.06173328564997199,0.12704548002479873,-0.017446471054718526,0.06531219437482674,0.630976816829606,0.4403263457692494,27,0.6666666666666666,0.16049382716049382,0.0922213235157827
0.009305899427985998,52,SIGNAL_CLOSE,IS,sc_largest_session_share_of_advance,False,4,12,412,oc_price_return_10,0.05317456446469842,243,ALL,0.048701620992714904,0.11063869039001444,-0.08476075218767454,0.06193706939729953,0.630976816829606,0.4403263457692494,52,0.6730769230769231,0.11584249084249085,0.06878293849530223
0.12846153846153846,25,SIGNAL_CLOSE,IS,sc_top3_sessions_share_of_advance,True,1,6,199,oc_price_return_10,0.16277143292218668,137,IS,0.0024758344963057522,0.1404372419253799,0.08186341022161914,0.13796140742907415,1.0257495452612244,0.838594928443275,25,0.76,0.250952380952381,0.09708449809000103
0.12637362637362637,27,SIGNAL_CLOSE,IS,sc_top3_sessions_share_of_advance,True,3,6,213,oc_price_return_10,0.16323970981594024,151,OOS,0.01925157624119318,0.11577397693251636,0.06135531135531136,0.09652240069132317,1.0257495452612244,0.838594928443275,27,0.6666666666666666,0.21119929453262787,0.11378721104916373
0.14641850934858705,52,SIGNAL_CLOSE,IS,sc_top3_sessions_share_of_advance,True,4,12,412,oc_price_return_10,0.1717988186966783,243,ALL,0.009868534248290043,0.12538117899368995,0.07656681119432396,0.1155126447453999,1.0257495452612244,0.838594928443275,52,0.7115384615384616,0.23031135531135533,0.10575706058802781
-0.1366276092770237,25,SIGNAL_CLOSE,IS,sc_up_sessions_15,True,1,6,199,oc_price_return_10,-0.26650654326239565,137,IS,0.1250188914025813,-0.007659908241013775,-0.06337535014005607,-0.13267879964359508,10.0,9.0,25,0.24,-0.3004301252389554,-0.10122595131419965
-0.2057256519207046,27,SIGNAL_CLOSE,IS,sc_up_sessions_15,True,3,6,213,oc_price_return_10,-0.18069327696068702,151,OOS,0.1416694124749438,0.02911652667806023,-0.11207970112079702,-0.11255288579688358,10.0,9.0,27,0.2962962962962963,-0.1694344175674813,-0.0936836884186813
-0.21372088497059322,52,SIGNAL_CLOSE,IS,sc_up_sessions_15,True,4,12,412,oc_price_return_10,-0.22548519878426798,243,ALL,0.1344412792962438,0.009373387932031027,-0.0966136270909832,-0.12506789136421279,10.0,9.0,52,0.2692307692307692,-0.23241312317876692,-0.09730977634921897
0.30538461538461537,25,SIGNAL_CLOSE,IS,sc_logret_std_15,True,1,6,199,oc_price_return_10,0.2537033653114055,137,IS,0.024821618359379797,0.1689692120228835,0.09633649932157395,0.14414759366350371,0.14376051360776285,0.09053605138980203,25,0.76,0.2571428571428571,0.13749181127665328
0.7228327228327228,27,SIGNAL_CLOSE,IS,sc_logret_std_15,True,3,6,213,oc_price_return_10,0.3440496621059455,151,OOS,-0.01946994269594395,0.18544088948435028,0.20982391102873027,0.20491083218029424,0.14376051360776285,0.09053605138980203,27,0.7407407407407407,0.2760141093474427,0.1204208603760312
0.560488346281909,52,SIGNAL_CLOSE,IS,sc_logret_std_15,True,4,12,412,oc_price_return_10,0.3062385305437422,243,ALL,0.002844889591471067,0.17808354021822848,0.15521628498727735,0.17523865062675742,0.14376051360776285,0.09053605138980203,52,0.75,0.26694139194139194,0.12862804830902258
-0.2553846153846154,25,SIGNAL_CLOSE,IS,sc_gap_share_of_advance,False,1,6,199,oc_price_return_10,0.0006091061367443277,137,IS,0.04621242498903217,0.05186214273213493,-0.14292175486205344,0.005649717743102758,0.5329651594632151,0.21994397603065655,25,0.52,0.06285714285714286,-0.004765068018509708
0.18437118437118438,27,SIGNAL_CLOSE,IS,sc_gap_share_of_advance,False,3,6,213,oc_price_return_10,0.007717793269935253,151,OOS,0.08946852036911772,0.10253255191168188,-0.1280096308186196,0.013064031542564164,0.5329651594632151,0.21994397603065655,27,0.48148148148148145,0.002645502645502649,0.0076363235765914824
0.005805515239477504,52,SIGNAL_CLOSE,IS,sc_gap_share_of_advance,False,4,12,412,oc_price_return_10,0.006066224075795462,243,ALL,0.06606768188480915,0.08077026078969697,-0.12295081967213117,0.014702578904887825,0.5329651594632151,0.21994397603065655,52,0.5,0.0315934065934066,0.0016741160789466793
-0.25384615384615383,25,SIGNAL_CLOSE,IS,sc_close_vs_high20,True,2,6,198,oc_price_return_10,-0.41302420423916225,136,IS,0.19992092077744156,-0.06425939119035486,-0.4696969696969697,-0.2641803119677964,-0.032975670004701696,-0.09703201013858798,25,0.16,-0.38,-0.16315742694892862
-0.6471306471306472,27,SIGNAL_CLOSE,IS,sc_close_vs_high20,True,6,6,210,oc_price_return_10,-0.3434421901371265,149,OOS,0.14724686796667374,0.03986852317241775,-0.1337461300309597,-0.107378344794256,-0.032975670004701696,-0.09703201013858798,27,0.3333333333333333,-0.24779541446208114,-0.07875283404276587
-0.4751984973960557,52,SIGNAL_CLOSE,IS,sc_close_vs_high20,True,8,12,408,oc_price_return_10,-0.3715780848127924,240,ALL,0.16883995793878973,-0.011418360021186666,-0.2926670992861778,-0.18025831795997638,-0.032975670004701696,-0.09703201013858798,52,0.25,-0.31135531135531136,-0.1193319652476518
-0.39153846153846156,25,SIGNAL_CLOSE,IS,sc_close_vs_max_close15,True,2,6,198,oc_price_return_10,-0.2361372111227464,136,IS,0.14449647188044912,0.01840522886953206,-0.26573426573426573,-0.12609124301091706,0.0,-0.025963149078726988,25,0.32,-0.2600363139354986,-0.1233801161254879
-0.5482295482295483,27,SIGNAL_CLOSE,IS,sc_close_vs_max_close15,True,6,6,210,oc_price_return_10,-0.2859727187020814,149,OOS,0.11651755689534439,0.026920475156515553,-0.05075876504447929,-0.08959708173882884,0.0,-0.025963149078726988,27,0.2962962962962963,-0.2063832014408156,-0.09914852758379074
-0.4686246051395885,52,SIGNAL_CLOSE,IS,sc_close_vs_max_close15,True,8,12,408,oc_price_return_10,-0.2593691559990006,240,ALL,0.12777736414544752,0.022335342540447518,-0.1494804445085871,-0.105442021605,0.0,-0.025963149078726988,52,0.3076923076923077,-0.23217796706325933,-0.11079832976729899
-0.10905607912092014,25,SIGNAL_CLOSE,IS,sc_sessions_since_max_close15,False,2,6,198,oc_price_return_10,0.13596162783789828,136,IS,,0.09113076953719794,,,2.0,0.0,25,0.52,0.17424532311257762,0.007907823123545897
0.01406299411226522,27,SIGNAL_CLOSE,IS,sc_sessions_since_max_close15,False,6,6,210,oc_price_return_10,0.0927372293765303,149,OOS,,0.07483383693609172,,,2.0,0.0,27,0.48148148148148145,0.07350901993666938,-0.010288720415832814
-0.007690996390607921,52,SIGNAL_CLOSE,IS,sc_sessions_since_max_close15,False,8,12,408,oc_price_return_10,0.11356195080708498,240,ALL,,0.08205261245067567,,,2.0,0.0,52,0.5,0.1219399349250868,-0.0015403821757468956
-0.2246153846153846,25,SIGNAL_CLOSE,IS,sc_position_in_range20,True,2,6,198,oc_price_return_10,-0.3901147021061313,136,IS,0.18473416534246564,-0.05452191002885934,-0.45454545454545453,-0.23925607537132498,0.9427570093457943,0.8336134453781513,25,0.16,-0.3466666666666667,-0.1636663365465659
-0.561050061050061,27,SIGNAL_CLOSE,IS,sc_position_in_range20,True,6,6,210,oc_price_return_10,-0.3230931702370964,149,OOS,0.18219165258609266,0.029825469513044,-0.1923076923076923,-0.15236618307304867,0.9427570093457943,0.8336134453781513,27,0.3333333333333333,-0.24867724867724866,-0.06320747928769464
-0.43259626056518397,52,SIGNAL_CLOSE,IS,sc_position_in_range20,True,8,12,408,oc_price_return_10,-0.3502609460935213,240,ALL,0.18326047960469533,-0.014356491199381559,-0.324486907289455,-0.1976169708040769,0.9427570093457943,0.8336134453781513,52,0.25,-0.2957875457875458,-0.11150500681599813
-0.17153846153846153,25,SIGNAL_CLOSE,IS,sc_close_location_signal_day,False,2,6,198,oc_price_return_10,-0.12960299049947582,136,IS,0.09231458447538882,0.012032815399333128,-0.06060606060606055,-0.08028176907605569,0.7132293691046107,0.3297326203208556,25,0.44,-0.0780952380952381,-0.03068851814812663
-0.27533577533577536,27,SIGNAL_CLOSE,IS,sc_close_location_signal_day,False,6,6,210,oc_price_return_10,-0.13583804730024368,149,OOS,0.13677900165714574,0.03220562658530921,-0.08365384615384619,-0.10457337507183653,0.7132293691046107,0.3297326203208556,27,0.37037037037037035,-0.03924162257495591,-0.030392131356783626
-0.22632971911551267,52,SIGNAL_CLOSE,IS,sc_close_location_signal_day,False,8,12,408,oc_price_return_10,-0.1279264467038422,240,ALL,0.11437708155030638,0.021964045521659814,-0.07228420434527305,-0.09241303602864656,0.7132293691046107,0.3297326203208556,52,0.40384615384615385,-0.057921245421245424,-0.030534625006467763
0.34,25,SIGNAL_CLOSE,IS,sc_signal_day_range_pct,True,2,6,198,oc_price_return_10,0.35207339574352303,136,IS,-0.006655653586292206,0.17519833718803424,0.3939393939393939,0.18185399077432643,0.14552919708029202,0.07136715391229578,25,0.76,0.2752380952380952,0.12825696903854197
0.699023199023199,27,SIGNAL_CLOSE,IS,sc_signal_day_range_pct,True,6,6,210,oc_price_return_10,0.4233869896628689,149,OOS,0.021270265012007916,0.22700818081060245,0.38602941176470584,0.20573791579859455,0.14552919708029202,0.07136715391229578,27,0.7407407407407407,0.21649029982363316,0.09375514870153097
0.5316315205327414,52,SIGNAL_CLOSE,IS,sc_signal_day_range_pct,True,8,12,408,oc_price_return_10,0.38959524964191206,240,ALL,0.007092490954409393,0.20148989962336736,0.39127439724454655,0.19439740866895797,0.14552919708029202,0.07136715391229578,52,0.75,0.24473443223443223,0.11034256232509396
0.37846153846153846,25,SIGNAL_CLOSE,IS,sc_mean_range_pct_10,True,2,6,198,oc_price_return_10,0.4590379987926094,136,IS,-0.02245556986527067,0.22490290639093255,0.49999999999999994,0.24735847625620322,0.14497518378067362,0.09132808746646522,25,0.88,0.37952380952380954,0.16168137469179816
0.699023199023199,27,SIGNAL_CLOSE,IS,sc_mean_range_pct_10,True,6,6,210,oc_price_return_10,0.4258282500736978,149,OOS,-0.0004590372236742363,0.22424763458764074,0.3616847270496831,0.22470667181131498,0.14497518378067362,0.09132808746646522,27,0.5925925925925926,0.20105820105820105,0.07708302239800116
0.5492188166993939,52,SIGNAL_CLOSE,IS,sc_mean_range_pct_10,True,8,12,408,oc_price_return_10,0.4437083193769402,240,ALL,-0.011374609812737127,0.22455877083956347,0.4301400984475578,0.2359333806523006,0.14497518378067362,0.09132808746646522,52,0.7307692307692307,0.28685897435897434,0.11775530715463434
-0.22846153846153847,25,SIGNAL_CLOSE,IS,sc_volume_ratio_frozen,False,2,6,198,oc_price_return_10,-0.13857396504132724,136,IS,0.10820454751709187,0.020371014698773154,-0.13636363636363635,-0.08783353281831871,1.4769011793629399,0.7192108978491337,25,0.4,-0.1538095238095238,-0.06579930427169275
0.11477411477411477,27,SIGNAL_CLOSE,IS,sc_volume_ratio_frozen,False,6,6,210,oc_price_return_10,-0.04114443800150959,149,OOS,0.10032091283608145,0.07053107428557726,0.0509977827050998,-0.029789838550504197,1.4769011793629399,0.7192108978491337,27,0.37037037037037035,-0.08862433862433862,-0.004310553916476654
-0.03568684367796465,52,SIGNAL_CLOSE,IS,sc_volume_ratio_frozen,False,8,12,408,oc_price_return_10,-0.08483434778627497,240,ALL,0.10383658776139691,0.045451044492175206,-0.04074529074529076,-0.058385543269221706,1.4769011793629399,0.7192108978491337,52,0.38461538461538464,-0.11996336996336997,-0.033872453125715164
0.1476923076923077,25,SIGNAL_CLOSE,IS,sc_volume_trend_5_vs_15,False,2,6,198,oc_price_return_10,0.11541092634376311,136,IS,0.029190277971755548,0.07263514013292338,0.07575757575757569,0.04344486216116783,2.666820208433371,1.1389323062253511,25,0.64,0.10571428571428572,0.02220390879145796
0.3083028083028083,27,SIGNAL_CLOSE,IS,sc_volume_trend_5_vs_15,False,6,6,210,oc_price_return_10,0.025230892828797542,149,OOS,0.10362645620597619,0.09058265252975427,-0.012987012987012991,-0.013043803676221918,2.666820208433371,1.1389323062253511,27,0.4444444444444444,-0.06084656084656084,0.001715116123437241
0.21599931699820712,52,SIGNAL_CLOSE,IS,sc_volume_trend_5_vs_15,False,8,12,408,oc_price_return_10,0.06838041682732263,240,ALL,0.06927129702095128,0.08229918526967847,0.027972027972028024,0.013027888248727193,2.666820208433371,1.1389323062253511,52,0.5384615384615384,0.019230769230769232,0.011565497213831818
0.10384615384615385,25,SIGNAL_CLOSE,IS,sc_dollar_volume_signal_day,False,2,6,198,oc_price_return_10,-0.09910883443521251,136,IS,0.11539096850705027,0.055425216078312835,-0.12121212121212122,-0.05996575242873744,105323886.33,34741191.120000005,25,0.48,-0.14285714285714285,-0.057059619926177786
0.2802197802197802,27,SIGNAL_CLOSE,IS,sc_dollar_volume_signal_day,False,6,6,210,oc_price_return_10,-0.08617688123799373,149,OOS,0.1034917652651701,0.02111887501384374,-0.11559290382819798,-0.08237289025132635,105323886.33,34741191.120000005,27,0.5185185185185185,-0.14991181657848324,-0.0378964579335282
0.20498591308802186,52,SIGNAL_CLOSE,IS,sc_dollar_volume_signal_day,False,8,12,408,oc_price_return_10,-0.09636702946737818,240,ALL,0.10869274151658792,0.038670956488688395,-0.11525232301452837,-0.07002178502789952,105323886.33,34741191.120000005,52,0.5,-0.14652014652014653,-0.0471095165838405
0.14923076923076922,25,SIGNAL_CLOSE,IS,sc_dollar_volume_mean20,False,2,6,198,oc_price_return_10,0.03589784022403975,136,IS,0.06551620050064412,0.08142376203826415,0.0,0.015907561537620032,73690759.24925001,29075381.678,25,0.6,0.0004761904761904756,0.023355048705446597
0.21001221001221002,27,SIGNAL_CLOSE,IS,sc_dollar_volume_mean20,False,6,6,210,oc_price_return_10,-0.04637034205505146,149,OOS,0.09888179055910576,0.07805058143760879,-0.20042400521852577,-0.02083120912149697,73690759.24925001,29075381.678,27,0.4074074074074074,-0.10185185185185185,-0.02476560633381753
0.2014001536754034,52,SIGNAL_CLOSE,IS,sc_dollar_volume_mean20,False,8,12,408,oc_price_return_10,-0.009186903271690807,240,ALL,0.08303913628674267,0.07953478090189715,-0.10800959232613916,-0.0035043553848455172,73690759.24925001,29075381.678,52,0.5,-0.052655677655677656,-0.0016306760264790088
0.17,25,SIGNAL_CLOSE,IS,sc_dollar_volume_cv20,True,2,6,198,oc_price_return_10,0.1620075458047042,136,IS,0.02508103918730789,0.11100485621102997,-0.030303030303030276,0.08592381702372208,1.6606976985161215,0.9289505434267501,25,0.68,0.15571428571428572,0.06446117374502955
0.2594627594627595,27,SIGNAL_CLOSE,IS,sc_dollar_volume_cv20,True,6,6,210,oc_price_return_10,0.13938443696488095,149,OOS,0.06796851941938664,0.11407833352475266,-0.05775075987841949,0.04610981410536602,1.6606976985161215,0.9289505434267501,27,0.7407407407407407,0.16181657848324515,0.08303599217925442
0.23401348928540938,52,SIGNAL_CLOSE,IS,sc_dollar_volume_cv20,True,8,12,408,oc_price_return_10,0.15981011854471996,240,ALL,0.04476709568727846,0.11281052413284205,-0.035860655737704916,0.06804342844556359,1.6606976985161215,0.9289505434267501,52,0.7115384615384616,0.15888278388278387,0.07410579100895401
0.05307692307692308,25,SIGNAL_CLOSE,IS,sc_volume_expansion_15,True,2,6,198,oc_price_return_10,0.1555949258676091,136,IS,0.042375020523999975,0.13441189552017482,0.0757575757575758,0.09203687499617486,4.648878360597562,1.9714706189852051,25,0.64,0.14333333333333334,0.05914413539209532
0.6758241758241759,27,SIGNAL_CLOSE,IS,sc_volume_expansion_15,True,6,6,210,oc_price_return_10,0.14684686727590196,149,OOS,0.06459181330032966,0.16059375972018597,-0.08167485138278618,0.09600194641985631,4.648878360597562,1.9714706189852051,27,0.7037037037037037,0.06481481481481483,0.04804360565271303
0.39639716554255955,52,SIGNAL_CLOSE,IS,sc_volume_expansion_15,True,8,12,408,oc_price_return_10,0.15452895885223047,240,ALL,0.052269894617659414,0.14816208319356197,0.006468774560183799,0.09589218857590256,4.648878360597562,1.9714706189852051,52,0.6730769230769231,0.10256410256410257,0.05338039879664683
0.2469230769230769,25,SIGNAL_CLOSE,IS,sc_move_per_volume_unit,False,2,6,198,oc_price_return_10,-0.09508780635990288,136,IS,0.11089736928634654,0.0619788686457994,0.045454545454545525,-0.04891850064054714,0.44712798506163576,0.2443516907923681,25,0.4,-0.10523809523809524,-0.059105706009492935
0.06837606837606838,27,SIGNAL_CLOSE,IS,sc_move_per_volume_unit,False,6,6,210,oc_price_return_10,-0.03735426459297749,149,OOS,0.1091918343151055,0.1042590198381684,0.12652439024390238,-0.004932814476937095,0.44712798506163576,0.2443516907923681,27,0.4444444444444444,-0.011904761904761906,-0.025311602834859222
0.13796636216170066,52,SIGNAL_CLOSE,IS,sc_move_per_volume_unit,False,8,12,408,oc_price_return_10,-0.07485703742578015,240,ALL,0.10995241072119948,0.07978103756890213,0.07550972024656244,-0.030171373152297343,0.44712798506163576,0.2443516907923681,52,0.4230769230769231,-0.056776556776556776,-0.04155876782266389
-0.25846153846153846,25,SIGNAL_CLOSE,IS,sc_signal_close,True,0,6,200,oc_price_return_10,-0.27271517014746166,138,IS,0.15692965988542945,-0.006884236383836279,-0.21845318860244234,-0.16381389626926574,37.275,18.560000000000002,25,0.24,-0.26857142857142857,-0.10500948566719999
-0.18253968253968253,27,SIGNAL_CLOSE,IS,sc_signal_close,True,1,6,215,oc_price_return_10,-0.20854651420782488,152,OOS,0.1271482933914659,0.019483151479401474,-0.22929577464788736,-0.10766514191206444,37.275,18.560000000000002,27,0.48148148148148145,-0.08112874779541446,-0.006726093722546946
-0.19149662767864767,52,SIGNAL_CLOSE,IS,sc_signal_close,True,1,12,415,oc_price_return_10,-0.23884473651581659,245,ALL,0.1410885074950233,0.0066815936037715505,-0.22479185938945417,-0.13440691389125176,37.275,18.560000000000002,52,0.36538461538461536,-0.17124542124542125,-0.053977724465168596
,25,SIGNAL_CLOSE,IS,cx_rank_in_eight,True,0,6,200,oc_price_return_10,-0.2801507693009425,138,IS,0.17991378452594423,-0.013438135107037076,-0.2666666666666667,-0.1933519196329813,6.0,3.0,25,0.36,-0.3038095238095238,-0.08563866450841544
-0.07553696200476659,27,SIGNAL_CLOSE,IS,cx_rank_in_eight,True,1,6,215,oc_price_return_10,-0.17111981975076326,152,OOS,0.16585442559988034,0.0272978797606538,-0.1972222222222222,-0.13855654583922655,6.0,3.0,27,0.25925925925925924,-0.16137566137566137,-0.06380323011757628
-0.06997513991630684,52,SIGNAL_CLOSE,IS,cx_rank_in_eight,True,1,12,415,oc_price_return_10,-0.2254655936315443,245,ALL,0.17261373277587258,0.0075869048246743455,-0.23095533498759302,-0.16502682795119825,6.0,3.0,52,0.3076923076923077,-0.22985347985347984,-0.07430103511317203
0.02,25,SIGNAL_CLOSE,IS,cx_ret15_minus_cohort_median,True,0,6,200,oc_price_return_10,0.2392679816995425,138,IS,0.011670077264544223,0.12964734361598473,0.12709181365897781,0.11797726635144051,0.14276345116181188,-0.09326003840883312,25,0.64,0.3038095238095238,0.08563866450841544
0.3058608058608059,27,SIGNAL_CLOSE,IS,cx_ret15_minus_cohort_median,True,1,6,215,oc_price_return_10,0.16368422323649448,152,OOS,0.032052823881176536,0.14127394838910476,0.17333333333333334,0.10922112450792823,0.14276345116181188,-0.09326003840883312,27,0.7407407407407407,0.16137566137566137,0.06380323011757628
0.18458123452574063,52,SIGNAL_CLOSE,IS,cx_ret15_minus_cohort_median,True,1,12,415,oc_price_return_10,0.20235986598399747,245,ALL,0.022511963762752902,0.13578815599615376,0.15143342323444214,0.11327619223340087,0.14276345116181188,-0.09326003840883312,52,0.6923076923076923,0.22985347985347984,0.07430103511317203
