config,config_name,footnote,month,month_end_equity,monthly_pnl,monthly_return_pct,prior_month_end_equity,reporting_standard,view
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-10,121700.18,16269.99,15.432,105430.19,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-11,134169.78,12469.6,10.2462,121700.18,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-12,121309.53,-12860.25,-9.5851,134169.78,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-01,139415.74,18106.21,14.9256,121309.53,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-02,137185.78,-2229.96,-1.5995,139415.74,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-03,159042.28,21856.5,15.932,137185.78,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-04,161490.9,2448.62,1.5396,159042.28,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-05,174493.3,13002.4,8.0515,161490.9,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-06,221370.51,46877.21,26.8648,174493.3,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-07,239386.83,18016.32,8.1385,221370.51,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C1,Rank-one 1.50x reallocation,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-08,260073.34,20686.51,8.6415,239386.83,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-09,102489.01,2489.01,2.489,100000.0,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-10,113828.43,11339.42,11.064,102489.01,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-11,126805.25,12976.82,11.4003,113828.43,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-12,108471.5,-18333.75,-14.4582,126805.25,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-01,121075.16,12603.66,11.6193,108471.5,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-02,120038.5,-1036.66,-0.8562,121075.16,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-03,144226.18,24187.68,20.1499,120038.5,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-04,146537.76,2311.58,1.6027,144226.18,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-05,148744.14,2206.38,1.5057,146537.76,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-06,218709.43,69965.29,47.0373,148744.14,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-07,247340.87,28631.44,13.0911,218709.43,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-08,278261.8,30920.93,12.5013,247340.87,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-09,102485.06,2485.06,2.4851,100000.0,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-10,114276.84,11791.78,11.5059,102485.06,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-11,125580.67,11303.83,9.8916,114276.84,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-12,110809.97,-14770.7,-11.7619,125580.67,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-01,122736.25,11926.28,10.7628,110809.97,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-02,123189.81,453.56,0.3695,122736.25,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-03,142700.82,19511.01,15.8382,123189.81,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-04,144178.49,1477.67,1.0355,142700.82,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-05,145721.04,1542.55,1.0699,144178.49,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-06,188004.49,42283.45,29.0167,145721.04,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-07,201341.09,13336.6,7.0938,188004.49,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2,Off-high substitution,"Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-08,213413.56,12072.47,5.996,201341.09,cg_lab_monthly_account_reporting_v1,FIXED_DOLLAR
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-09,102901.24,2901.24,2.9012,100000.0,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-10,115866.72,12965.48,12.5999,102901.24,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-11,129883.94,14017.22,12.0977,115866.72,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2025-12,111124.55,-18759.39,-14.4432,129883.94,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-01,124077.35,12952.8,11.6561,111124.55,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-02,123012.8,-1064.55,-0.858,124077.35,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-03,147797.28,24784.48,20.1479,123012.8,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-04,150155.36,2358.08,1.5955,147797.28,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-05,158077.43,7922.07,5.2759,150155.36,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-06,232362.36,74284.93,46.9927,158077.43,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-07,262783.22,30420.86,13.092,232362.36,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
C2R,"Off-high substitution, evidence-affected cohorts reverted","Modeled P&L includes the lab's stated commission/spread assumptions; broker-specific locate/HTB charges, dividends, financing, forced-close effects, taxes and other execution items are excluded. Historical fills and availability are modeled, not broker execution guarantees.",2026-08,293887.97,31104.75,11.8367,262783.22,cg_lab_monthly_account_reporting_v1,EQUITY_SCALED
