closure_reason,expected_rth_minutes,expected_window_minutes,in_independent_reference,is_early_close,period_role,session_close_et,session_date,session_open_et,signal_month,utc_offset_minutes,weekday
,390,720,True,False,SIGNAL,16:00:00,2024-09-25,09:30:00,2024-09,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-09-26,09:30:00,2024-09,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-09-27,09:30:00,2024-09,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-09-30,09:30:00,2024-09,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-10-01,09:30:00,2024-10,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-10-02,09:30:00,2024-10,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-10-03,09:30:00,2024-10,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-10-04,09:30:00,2024-10,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-10-07,09:30:00,2024-10,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-10-08,09:30:00,2024-10,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-10-09,09:30:00,2024-10,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-10-10,09:30:00,2024-10,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-10-11,09:30:00,2024-10,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-10-14,09:30:00,2024-10,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-10-15,09:30:00,2024-10,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-10-16,09:30:00,2024-10,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-10-17,09:30:00,2024-10,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-10-18,09:30:00,2024-10,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-10-21,09:30:00,2024-10,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-10-22,09:30:00,2024-10,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-10-23,09:30:00,2024-10,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-10-24,09:30:00,2024-10,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-10-25,09:30:00,2024-10,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-10-28,09:30:00,2024-10,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-10-29,09:30:00,2024-10,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-10-30,09:30:00,2024-10,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-10-31,09:30:00,2024-10,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-11-01,09:30:00,2024-11,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-11-04,09:30:00,2024-11,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-11-05,09:30:00,2024-11,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-11-06,09:30:00,2024-11,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-11-07,09:30:00,2024-11,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-11-08,09:30:00,2024-11,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-11-11,09:30:00,2024-11,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-11-12,09:30:00,2024-11,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-11-13,09:30:00,2024-11,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-11-14,09:30:00,2024-11,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-11-15,09:30:00,2024-11,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-11-18,09:30:00,2024-11,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-11-19,09:30:00,2024-11,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-11-20,09:30:00,2024-11,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-11-21,09:30:00,2024-11,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-11-22,09:30:00,2024-11,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-11-25,09:30:00,2024-11,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-11-26,09:30:00,2024-11,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-11-27,09:30:00,2024-11,,Wednesday
,210,540,True,True,SIGNAL,13:00:00,2024-11-29,09:30:00,2024-11,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-12-02,09:30:00,2024-12,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-12-03,09:30:00,2024-12,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-12-04,09:30:00,2024-12,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-12-05,09:30:00,2024-12,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-12-06,09:30:00,2024-12,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-12-09,09:30:00,2024-12,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-12-10,09:30:00,2024-12,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-12-11,09:30:00,2024-12,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-12-12,09:30:00,2024-12,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-12-13,09:30:00,2024-12,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-12-16,09:30:00,2024-12,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-12-17,09:30:00,2024-12,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-12-18,09:30:00,2024-12,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2024-12-19,09:30:00,2024-12,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-12-20,09:30:00,2024-12,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-12-23,09:30:00,2024-12,,Monday
,210,540,True,True,SIGNAL,13:00:00,2024-12-24,09:30:00,2024-12,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2024-12-26,09:30:00,2024-12,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2024-12-27,09:30:00,2024-12,,Friday
,390,720,True,False,SIGNAL,16:00:00,2024-12-30,09:30:00,2024-12,,Monday
,390,720,True,False,SIGNAL,16:00:00,2024-12-31,09:30:00,2024-12,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-01-02,09:30:00,2025-01,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-01-03,09:30:00,2025-01,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-01-06,09:30:00,2025-01,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-01-07,09:30:00,2025-01,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-01-08,09:30:00,2025-01,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-01-10,09:30:00,2025-01,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-01-13,09:30:00,2025-01,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-01-14,09:30:00,2025-01,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-01-15,09:30:00,2025-01,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-01-16,09:30:00,2025-01,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-01-17,09:30:00,2025-01,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-01-21,09:30:00,2025-01,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-01-22,09:30:00,2025-01,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-01-23,09:30:00,2025-01,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-01-24,09:30:00,2025-01,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-01-27,09:30:00,2025-01,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-01-28,09:30:00,2025-01,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-01-29,09:30:00,2025-01,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-01-30,09:30:00,2025-01,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-01-31,09:30:00,2025-01,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-02-03,09:30:00,2025-02,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-02-04,09:30:00,2025-02,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-02-05,09:30:00,2025-02,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-02-06,09:30:00,2025-02,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-02-07,09:30:00,2025-02,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-02-10,09:30:00,2025-02,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-02-11,09:30:00,2025-02,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-02-12,09:30:00,2025-02,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-02-13,09:30:00,2025-02,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-02-14,09:30:00,2025-02,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-02-18,09:30:00,2025-02,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-02-19,09:30:00,2025-02,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-02-20,09:30:00,2025-02,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-02-21,09:30:00,2025-02,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-02-24,09:30:00,2025-02,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-02-25,09:30:00,2025-02,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-02-26,09:30:00,2025-02,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-02-27,09:30:00,2025-02,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-02-28,09:30:00,2025-02,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-03-03,09:30:00,2025-03,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-03-04,09:30:00,2025-03,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-03-05,09:30:00,2025-03,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-03-06,09:30:00,2025-03,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-03-07,09:30:00,2025-03,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-03-10,09:30:00,2025-03,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-03-11,09:30:00,2025-03,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-03-12,09:30:00,2025-03,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-03-13,09:30:00,2025-03,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-03-14,09:30:00,2025-03,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-03-17,09:30:00,2025-03,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-03-18,09:30:00,2025-03,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-03-19,09:30:00,2025-03,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-03-20,09:30:00,2025-03,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-03-21,09:30:00,2025-03,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-03-24,09:30:00,2025-03,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-03-25,09:30:00,2025-03,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-03-26,09:30:00,2025-03,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-03-27,09:30:00,2025-03,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-03-28,09:30:00,2025-03,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-03-31,09:30:00,2025-03,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-04-01,09:30:00,2025-04,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-04-02,09:30:00,2025-04,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-04-03,09:30:00,2025-04,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-04-04,09:30:00,2025-04,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-04-07,09:30:00,2025-04,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-04-08,09:30:00,2025-04,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-04-09,09:30:00,2025-04,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-04-10,09:30:00,2025-04,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-04-11,09:30:00,2025-04,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-04-14,09:30:00,2025-04,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-04-15,09:30:00,2025-04,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-04-16,09:30:00,2025-04,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-04-17,09:30:00,2025-04,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-04-21,09:30:00,2025-04,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-04-22,09:30:00,2025-04,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-04-23,09:30:00,2025-04,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-04-24,09:30:00,2025-04,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-04-25,09:30:00,2025-04,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-04-28,09:30:00,2025-04,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-04-29,09:30:00,2025-04,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-04-30,09:30:00,2025-04,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-05-01,09:30:00,2025-05,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-05-02,09:30:00,2025-05,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-05-05,09:30:00,2025-05,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-05-06,09:30:00,2025-05,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-05-07,09:30:00,2025-05,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-05-08,09:30:00,2025-05,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-05-09,09:30:00,2025-05,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-05-12,09:30:00,2025-05,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-05-13,09:30:00,2025-05,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-05-14,09:30:00,2025-05,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-05-15,09:30:00,2025-05,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-05-16,09:30:00,2025-05,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-05-19,09:30:00,2025-05,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-05-20,09:30:00,2025-05,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-05-21,09:30:00,2025-05,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-05-22,09:30:00,2025-05,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-05-23,09:30:00,2025-05,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-05-27,09:30:00,2025-05,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-05-28,09:30:00,2025-05,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-05-29,09:30:00,2025-05,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-05-30,09:30:00,2025-05,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-06-02,09:30:00,2025-06,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-06-03,09:30:00,2025-06,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-06-04,09:30:00,2025-06,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-06-05,09:30:00,2025-06,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-06-06,09:30:00,2025-06,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-06-09,09:30:00,2025-06,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-06-10,09:30:00,2025-06,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-06-11,09:30:00,2025-06,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-06-12,09:30:00,2025-06,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-06-13,09:30:00,2025-06,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-06-16,09:30:00,2025-06,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-06-17,09:30:00,2025-06,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-06-18,09:30:00,2025-06,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-06-20,09:30:00,2025-06,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-06-23,09:30:00,2025-06,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-06-24,09:30:00,2025-06,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-06-25,09:30:00,2025-06,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-06-26,09:30:00,2025-06,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-06-27,09:30:00,2025-06,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-06-30,09:30:00,2025-06,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-07-01,09:30:00,2025-07,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-07-02,09:30:00,2025-07,,Wednesday
,210,540,True,True,SIGNAL,13:00:00,2025-07-03,09:30:00,2025-07,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-07-07,09:30:00,2025-07,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-07-08,09:30:00,2025-07,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-07-09,09:30:00,2025-07,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-07-10,09:30:00,2025-07,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-07-11,09:30:00,2025-07,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-07-14,09:30:00,2025-07,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-07-15,09:30:00,2025-07,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-07-16,09:30:00,2025-07,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-07-17,09:30:00,2025-07,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-07-18,09:30:00,2025-07,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-07-21,09:30:00,2025-07,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-07-22,09:30:00,2025-07,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-07-23,09:30:00,2025-07,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-07-24,09:30:00,2025-07,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-07-25,09:30:00,2025-07,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-07-28,09:30:00,2025-07,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-07-29,09:30:00,2025-07,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-07-30,09:30:00,2025-07,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-07-31,09:30:00,2025-07,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-08-01,09:30:00,2025-08,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-08-04,09:30:00,2025-08,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-08-05,09:30:00,2025-08,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-08-06,09:30:00,2025-08,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-08-07,09:30:00,2025-08,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-08-08,09:30:00,2025-08,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-08-11,09:30:00,2025-08,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-08-12,09:30:00,2025-08,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-08-13,09:30:00,2025-08,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-08-14,09:30:00,2025-08,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-08-15,09:30:00,2025-08,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-08-18,09:30:00,2025-08,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-08-19,09:30:00,2025-08,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-08-20,09:30:00,2025-08,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-08-21,09:30:00,2025-08,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-08-22,09:30:00,2025-08,,Friday
,390,720,True,False,SIGNAL,16:00:00,2025-08-25,09:30:00,2025-08,,Monday
,390,720,True,False,SIGNAL,16:00:00,2025-08-26,09:30:00,2025-08,,Tuesday
,390,720,True,False,SIGNAL,16:00:00,2025-08-27,09:30:00,2025-08,,Wednesday
,390,720,True,False,SIGNAL,16:00:00,2025-08-28,09:30:00,2025-08,,Thursday
,390,720,True,False,SIGNAL,16:00:00,2025-08-29,09:30:00,2025-08,,Friday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-02,09:30:00,,,Tuesday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-03,09:30:00,,,Wednesday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-04,09:30:00,,,Thursday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-05,09:30:00,,,Friday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-08,09:30:00,,,Monday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-09,09:30:00,,,Tuesday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-10,09:30:00,,,Wednesday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-11,09:30:00,,,Thursday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-12,09:30:00,,,Friday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-15,09:30:00,,,Monday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-16,09:30:00,,,Tuesday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-17,09:30:00,,,Wednesday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-18,09:30:00,,,Thursday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-19,09:30:00,,,Friday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-22,09:30:00,,,Monday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-23,09:30:00,,,Tuesday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-24,09:30:00,,,Wednesday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-25,09:30:00,,,Thursday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-26,09:30:00,,,Friday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-29,09:30:00,,,Monday
,390,720,True,False,LIFECYCLE_TAIL,16:00:00,2025-09-30,09:30:00,,,Tuesday
Labor Day,0,0,False,False,CLOSURE,,2024-09-02,,,,Monday
Thanksgiving Day,0,0,False,False,CLOSURE,,2024-11-28,,,,Thursday
Christmas Day,0,0,False,False,CLOSURE,,2024-12-25,,,,Wednesday
New Year's Day,0,0,False,False,CLOSURE,,2025-01-01,,,,Wednesday
"National Day of Mourning, President Carter",0,0,False,False,CLOSURE,,2025-01-09,,,,Thursday
Martin Luther King Jr. Day,0,0,False,False,CLOSURE,,2025-01-20,,,,Monday
Washington's Birthday,0,0,False,False,CLOSURE,,2025-02-17,,,,Monday
Good Friday,0,0,False,False,CLOSURE,,2025-04-18,,,,Friday
Memorial Day,0,0,False,False,CLOSURE,,2025-05-26,,,,Monday
Juneteenth National Independence Day,0,0,False,False,CLOSURE,,2025-06-19,,,,Thursday
Independence Day,0,0,False,False,CLOSURE,,2025-07-04,,,,Friday
